DateTime,Name,Country,Volatility,Actual,Previous,Consensus
03/04/2010 13:30:00,Unit Labor Costs,United States,1,-5.600,-4.400,-4.300
03/04/2010 13:30:00,Nonfarm Productivity,United States,2,3.600,6.200,6.200
03/04/2010 13:30:00,Building Permits (MoM),Canada,0,-4.700,-2.600,
03/04/2010 13:30:00,ECB Trichet's Speech,European Monetary Union,3,,,
03/04/2010 15:00:00,Pending Home Sales (MoM),United States,3,-7.600,1.000,1.600
03/04/2010 15:00:00,Factory Orders (MoM),United States,2,2.500,1.500,1.600
03/04/2010 15:00:00,Ivey Purchasing Managers Index,Canada,3,51.900,50.800,55.100
03/04/2010 22:30:00,AiG Performance of Construction Index,Australia,1,52.800,57.700,
03/05/2010 09:30:00,Producer Price Index - Output (YoY) n.s.a,United Kingdom,1,4.100,3.800,4.000
03/05/2010 09:30:00,Producer Price Index - Input (YoY) n.s.a,United Kingdom,1,6.900,8.400,7.800
03/05/2010 09:30:00,Producer Price Index - Output (MoM) n.s.a,United Kingdom,1,0.300,0.400,0.200
03/05/2010 09:30:00,Producer Price Index - Input (MoM) n.s.a,United Kingdom,1,0.100,2.000,0.100
03/05/2010 11:00:00,Factory Orders n.s.a. (YoY),Germany,1,20.800,6.900,15.400
03/05/2010 11:00:00,Factory Orders s.a. (MoM),Germany,2,5.700,-2.500,1.600
03/05/2010 13:30:00,Nonfarm Payrolls,United States,3,-14.000,-26.000,-30.000
03/05/2010 13:30:00,Unemployment Rate,United States,3,9.700,9.700,9.800
03/05/2010 13:30:00,Average Hourly Earnings (MoM),United States,2,0.100,0.200,0.200
03/05/2010 13:30:00,Average Hourly Earnings (YoY),United States,2,1.900,1.900,2.200
03/05/2010 13:30:00,Average Weekly Hours,United States,2,33.100,33.300,33.700
03/05/2010 17:00:00,Treasury's Geithner Speech,United States,2,,,
03/05/2010 20:00:00,Consumer Credit Change,United States,2,10.600,-4.600,3.600
03/07/2010 23:50:00,Money Supply M2+CD (YoY),Japan,1,2.900,2.900,
03/07/2010 23:50:00,Current Account n.s.a.,Japan,1,1712.800,1100.500,
03/07/2010 23:50:00,Trade Balance - BOP Basis,Japan,1,197.200,631.200,
03/08/2010 05:00:00,Eco Watchers Survey: Current,Japan,1,42.100,38.800,
03/08/2010 05:00:00,Eco Watchers Survey: Outlook,Japan,1,44.800,41.900,
03/08/2010 06:45:00,Unemployment Rate s.a (MoM),Switzerland,2,4.400,4.500,
03/08/2010 08:15:00,Real Retail Sales (YoY),Switzerland,2,3.700,3.900,2.400
03/08/2010 09:30:00,Sentix Investor Confidence,European Monetary Union,1,-7.500,-8.200,-8.000
03/08/2010 11:00:00,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,3.500,-4.200,0.900
03/08/2010 11:00:00,Industrial Production s.a. (MoM),Germany,2,0.600,-0.300,1.100
03/08/2010 13:15:00,Housing Starts s.a (YoY),Canada,2,200.400,185.000,189.000
03/09/2010 00:01:00,RICS Housing Price Balance,United Kingdom,2,18.000,32.000,35.000
03/09/2010 00:01:00,BRC Like-For-Like Retail Sales (YoY),United Kingdom,2,2.200,-0.700,
03/09/2010 00:30:00,ANZ Job Advertisements,Australia,1,19.200,-9.700,
03/09/2010 00:30:00,National Australia Bank's Business Conditions,Australia,2,8.000,3.000,
03/09/2010 01:30:00,National Australia Bank's Business Confidence,Australia,0,19.000,15.000,
03/09/2010 05:00:00,Leading Economic Index,Japan,2,97.100,94.700,96.800
03/09/2010 05:00:00,Coincident Index,Japan,1,99.900,97.400,99.600
03/09/2010 06:00:00,Machine Tool Orders (YoY),Japan,1,217.300,,
03/09/2010 08:15:00,Consumer Price Index (YoY),Switzerland,2,0.900,1.000,1.000
03/09/2010 08:15:00,Consumer Price Index (MoM),Switzerland,2,0.100,-0.100,0.200
03/09/2010 09:30:00,Trade Balance; non-EU,United Kingdom,2,-3.900,-2.600,-3.000
03/09/2010 09:30:00,Goods Trade Balance,United Kingdom,2,-8.100,-7.000,-6.900
03/09/2010 15:00:00,IBD/TIPP Economic Optimism (MoM),United States,1,45.400,46.800,48.900
03/09/2010 21:45:00,Terms of Trade Index,New Zealand,2,5.800,-1.600,1.200
03/09/2010 23:30:00,Westpac Consumer Confidence,Australia,2,0.200,-2.600,
03/09/2010 23:50:00,Domestic Corporate Goods Price Index (MoM),Japan,1,0.100,0.100,0.100
03/09/2010 23:50:00,Domestic Corporate Goods Price Index (YoY),Japan,1,-1.500,-2.100,-1.400
03/09/2010 23:50:00,Machinery Orders (MoM),Japan,1,-3.700,20.100,-3.600
03/10/2010 00:30:00,Home Loans,Australia,2,-6.300,-6.800,2.000
03/10/2010 00:30:00,Investment Lending for Homes,Australia,1,0.900,1.900,
03/10/2010 07:00:00,Consumer Price Index (YoY),Germany,3,0.600,0.400,0.400
03/10/2010 07:00:00,Consumer Price Index (MoM),Germany,3,0.400,0.200,0.200
03/10/2010 07:00:00,Trade Balance s.a.,Germany,2,9.800,15.000,16.700
03/10/2010 07:00:00,Current Account n.s.a.,Germany,1,4.400,19.900,12.100
03/10/2010 09:00:00,Gordon Brown's Speech,United Kingdom,1,,,
03/10/2010 09:30:00,Industrial Production (YoY),United Kingdom,2,-1.600,-3.700,-0.800
03/10/2010 09:30:00,Manufacturing Production (YoY),United Kingdom,1,0.100,-1.900,1.400
03/10/2010 09:30:00,Manufacturing Production (MoM),United Kingdom,1,-1.000,0.900,0.300
03/10/2010 09:30:00,Industrial Production (MoM),United Kingdom,2,-0.500,0.500,0.200
03/10/2010 12:00:00,MBA Mortgage Applications,United States,1,0.500,14.600,
03/10/2010 15:00:00,NIESR GDP Estimate (3M),United Kingdom,2,0.400,0.600,
03/10/2010 15:00:00,Wholesale Inventories,United States,1,-0.200,-1.000,0.200
03/10/2010 15:30:00,EIA Crude Oil Stocks change,United States,1,1.400,4.100,2.100
03/10/2010 18:00:00,ECB Trichet's Speech,European Monetary Union,1,,,
03/10/2010 19:00:00,Monthly Budget Statement,United States,2,-220.900,-42.600,
03/10/2010 20:00:00,RBNZ Interest Rate Decision,New Zealand,3,2.500,2.500,2.500
03/10/2010 21:30:00,Business NZ PMI,New Zealand,2,53.300,52.100,
03/10/2010 21:45:00,Food Price Index (MoM),New Zealand,1,-1.300,2.100,
03/10/2010 23:50:00,Gross Domestic Product Deflator (YoY),Japan,1,-3.000,-0.500,-3.000
03/10/2010 23:50:00,Gross Domestic Product Annualized,Japan,2,4.900,6.300,4.000
03/10/2010 23:50:00,Gross Domestic Product (QoQ),Japan,1,1.200,1.100,0.100
03/11/2010 00:00:00,Consumer Inflation Expectation,Australia,1,3.200,3.200,
03/11/2010 00:30:00,Unemployment Rate s.a.,Australia,3,5.300,5.300,5.300
03/11/2010 00:30:00,Employment Change s.a.,Australia,2,-3.355,57.465,15.500
03/11/2010 09:00:00,ECB Monthly Report,European Monetary Union,2,,,
03/11/2010 13:00:00,SNB Interest Rate Decision,Switzerland,3,0.250,0.250,0.250
03/11/2010 13:30:00,Trade Balance,United States,3,-37.000,-39.900,-40.800
03/11/2010 13:30:00,Initial Jobless Claims,United States,2,462.000,468.000,455.000
03/11/2010 13:30:00,Continuing Jobless Claims,United States,1,4558.000,4521.000,4500.000
03/11/2010 13:30:00,Capacity Utilization,Canada,1,71.600,68.700,70.100
03/11/2010 13:30:00,International Merchandise Trade,Canada,3,0.760,0.170,0.300
03/11/2010 13:30:00,New Housing Price Index (MoM),Canada,1,0.400,0.400,0.500
03/11/2010 21:45:00,Retail Sales ex Autos (QoQ),New Zealand,2,0.300,-2.000,0.600
03/11/2010 21:45:00,Retail Sales (QoQ),New Zealand,2,0.700,-0.400,0.300
03/12/2010 04:30:00,Industrial Production (MoM),Japan,1,-0.900,2.500,2.500
03/12/2010 04:30:00,Industrial Production (YoY),Japan,1,31.300,18.200,
03/12/2010 04:30:00,Capacity Utilization,Japan,1,3.900,1.400,
03/12/2010 07:00:00,Wholesale Price Index (MoM),Germany,0,0.100,1.300,0.600
03/12/2010 07:00:00,Wholesale Price Index (YoY),Germany,1,2.100,1.900,2.300
03/12/2010 10:00:00,Industrial Production w.d.a. (YoY),European Monetary Union,2,1.900,-3.700,-1.600
03/12/2010 10:00:00,Industrial Production s.a. (MoM),European Monetary Union,2,2.200,-0.500,0.800
03/12/2010 12:00:00,Net Change in Employment,Canada,3,20.700,40.000,17.000
03/12/2010 12:00:00,Unemployment Rate,Canada,3,8.200,8.300,8.300
03/12/2010 13:30:00,Retail Sales ex Autos (MoM),United States,3,0.800,0.500,0.000
03/12/2010 13:30:00,Retail Sales (MoM),United States,3,0.500,0.100,-0.100
03/12/2010 14:55:00,Michigan Consumer Sentiment Index,United States,2,72.600,73.600,74.000
03/12/2010 15:00:00,Business Inventories,United States,1,0.200,-0.300,0.100
03/12/2010 17:00:00,Treasury's Geithner Speech,United States,2,,,
03/12/2010 20:45:00,ECB Trichet's Speech,European Monetary Union,1,,,
03/15/2010 00:01:00,Rightmove House Price Index (MoM),United Kingdom,2,0.100,3.200,
03/15/2010 00:01:00,Rightmove House Price Index (YoY),United Kingdom,2,5.300,6.100,
03/15/2010 05:00:00,Consumer Confidence Index,Japan,1,40.000,37.900,
03/15/2010 05:00:00,Tokyo Condominium Sales (YoY),Japan,1,10.700,-9.900,
03/15/2010 08:15:00,Producer and Import Prices (MoM),Switzerland,1,-0.300,0.300,0.200
03/15/2010 08:15:00,Producer and Import Prices (YoY),Switzerland,1,-1.000,-1.300,-0.600
03/15/2010 10:00:00,Employment Change (YoY),European Monetary Union,2,-2.100,-2.200,
03/15/2010 10:00:00,Employment Change (QoQ),European Monetary Union,2,-0.200,-0.500,
03/15/2010 12:30:00,New Motor Vehicle Sales (MoM),Canada,1,-1.000,2.600,0.000
03/15/2010 12:30:00,NY Empire State Manufacturing Index,United States,2,22.860,24.910,22.000
03/15/2010 13:00:00,Net Long-Term TIC Flows,United States,2,15.000,63.300,50.300
03/15/2010 13:00:00,Total Net TIC Flows,United States,2,-10.200,53.600,
03/15/2010 13:15:00,Industrial Production (MoM),United States,1,0.300,0.900,0.400
03/15/2010 13:15:00,Capacity Utilization,United States,1,72.700,72.500,72.300
03/15/2010 17:00:00,NAHB Housing Market Index,United States,1,15.000,17.000,17.000
03/16/2010 00:30:00,RBA Meeting's Minutes,Australia,3,,,
03/16/2010 06:00:00,Machine Tool Orders (YoY),Japan,1,,217.300,
03/16/2010 06:45:00,SECO Economic Forecasts,Switzerland,1,,,
03/16/2010 09:30:00,DCLG House Price Index (YoY),United Kingdom,1,6.200,2.900,3.600
03/16/2010 10:00:00,Consumer Price Index (MoM),European Monetary Union,2,0.300,-0.800,0.300
03/16/2010 10:00:00,Consumer Price Index (YoY),European Monetary Union,2,0.900,0.900,0.900
03/16/2010 10:00:00,ZEW Survey - Current Situation,Germany,3,-51.900,-54.800,-52.000
03/16/2010 10:00:00,ZEW Survey - Economic Sentiment,European Monetary Union,2,37.900,40.200,38.500
03/16/2010 10:00:00,ZEW Survey - Economic Sentiment,Germany,2,44.500,45.100,43.500
03/16/2010 12:30:00,Building Permits (MoM),United States,1,0.630,0.620,0.610
03/16/2010 12:30:00,Housing Starts (MoM),United States,2,0.616,0.610,0.570
03/16/2010 12:30:00,Labor Productivity (QoQ),Canada,1,1.200,-0.200,0.700
03/16/2010 12:30:00,Manufacturing Shipments (MoM),Canada,1,2.400,1.600,0.700
03/16/2010 12:30:00,Import Price Index (MoM),United States,1,-0.300,1.300,-0.100
03/16/2010 12:30:00,Import Price Index (YoY),United States,1,11.200,11.500,11.300
03/16/2010 14:00:00,Treasury's Geithner Speech,United States,2,,,
03/16/2010 18:15:00,Fed Interest Rate Decision,United States,3,0.250,0.250,0.250
03/16/2010 23:50:00,Tertiary Industry Index (MoM),Japan,1,2.900,-0.900,1.300
03/17/2010 00:30:00,Westpac Leading Index (MoM),Australia,1,0.200,0.600,
03/17/2010 00:30:00,Dwelling Unit Starts (QoQ),Australia,1,17.200,13.100,6.700
03/17/2010 03:49:58,BoJ Interest Rate Decision,Japan,3,0.100,0.100,0.100
03/17/2010 09:30:00,Bank of England Minutes,United Kingdom,3,,,
03/17/2010 09:30:00,Claimant Count Rate,United Kingdom,2,4.900,5.000,5.000
03/17/2010 09:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,2,0.800,0.600,1.700
03/17/2010 09:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,2,1.400,1.100,1.300
03/17/2010 09:30:00,Claimant Count Change,United Kingdom,2,-40.100,16.200,8.400
03/17/2010 09:30:00,ILO Unemployment Rate (3M),United Kingdom,2,7.800,7.800,7.900
03/17/2010 11:00:00,MBA Mortgage Applications,United States,1,-1.900,0.500,
03/17/2010 11:00:00,Construction Output  s.a (MoM),European Monetary Union,1,-0.900,0.500,
03/17/2010 11:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,-10.600,-3.100,
03/17/2010 12:30:00,Producer Price Index (YoY),United States,2,4.400,4.600,5.000
03/17/2010 12:30:00,Producer Price Index (MoM),United States,2,-0.600,1.400,-0.200
03/17/2010 12:30:00,Producer Price Index ex Food & Energy (YoY),United States,2,1.000,1.000,1.000
03/17/2010 12:30:00,Producer Price Index ex Food & Energy (MoM),United States,2,0.100,0.300,0.100
03/17/2010 12:30:00,Wholesale Sales (MoM),Canada,1,2.400,0.900,0.600
03/17/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,1.000,1.400,0.600
03/17/2010 18:00:00,Fed's Bernanke testifies,United States,2,,,
03/17/2010 23:50:00,BSI Large Manufacturing (QoQ),Japan,1,4.300,13.200,15.300
03/18/2010 01:30:00,RBA Foreign Exchange Transaction,Australia,1,424.000,295.000,
03/18/2010 05:00:00,Leading Economic Index,Japan,1,97.900,97.100,
03/18/2010 05:00:00,Coincident Index,Japan,1,100.700,99.900,
03/18/2010 05:00:00,BoJ Monthly Economic Survey,Japan,2,,,
03/18/2010 07:15:00,Trade Balance,Switzerland,2,1.290,2.420,2.200
03/18/2010 08:15:00,Industrial Production (QoQ),Switzerland,2,6.400,3.500,5.100
03/18/2010 08:15:00,Industrial Production (YoY),Switzerland,2,-1.100,-6.600,-3.500
03/18/2010 09:00:00,Current Account n.s.a,European Monetary Union,1,-13.629,11.821,
03/18/2010 09:00:00,Current Account s.a,European Monetary Union,1,1.600,-0.631,2.900
03/18/2010 09:30:00,Mortgage Approvals,United Kingdom,2,48.000,48.000,54.000
03/18/2010 09:30:00,M4 Money Supply (YoY),United Kingdom,1,3.600,5.000,4.300
03/18/2010 09:30:00,M4 Money Supply (MoM),United Kingdom,1,0.200,0.200,0.800
03/18/2010 09:30:00,Public Sector Net Borrowing,United Kingdom,2,12.400,0.430,14.500
03/18/2010 10:00:00,Trade Balance n.s.a.,European Monetary Union,2,-9.671,3.208,5.100
03/18/2010 10:00:00,Trade Balance s.a.,European Monetary Union,2,1.900,5.200,-4.000
03/18/2010 10:00:00,ZEW Survey - Expectations,Switzerland,2,53.800,52.500,
03/18/2010 12:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,0,-37.000,-36.000,
03/18/2010 12:30:00,Current Account,United States,1,-115.600,-102.300,-120.000
03/18/2010 12:30:00,Initial Jobless Claims,United States,2,456.000,462.000,456.000
03/18/2010 12:30:00,Continuing Jobless Claims,United States,1,4702.000,4558.000,4500.000
03/18/2010 12:30:00,Foreign portfolio investment in Canadian securities,Canada,1,12.288,11.413,7.750
03/18/2010 12:30:00,Canadian portfolio investment in foreign securities,Canada,1,5.455,-0.663,
03/18/2010 12:30:00,Consumer Price Index (YoY),United States,3,2.100,2.600,2.300
03/18/2010 12:30:00,Consumer Price Index Ex Food & Energy (YoY),United States,2,1.300,1.600,1.400
03/18/2010 12:30:00,Consumer Price Index Ex Food & Energy (MoM),United States,2,0.100,-0.100,0.100
03/18/2010 12:30:00,Consumer Price Index (MoM),United States,3,0.000,0.200,0.100
03/18/2010 14:00:00,Philadelphia Fed Manufacturing Survey,United States,2,18.900,17.600,18.000
03/18/2010 21:45:00,Visitor Arrivals (YoY),New Zealand,1,-1.900,-2.400,
03/19/2010 04:30:00,All Industry Activity Index (MoM),Japan,1,3.800,-0.300,1.600
03/19/2010 07:00:00,Producer Price Index (YoY),Germany,2,-2.900,-3.400,-2.800
03/19/2010 07:00:00,Producer Price Index (MoM),Germany,2,0.000,0.800,0.100
03/19/2010 07:45:00,ECB Trichet's Speech,European Monetary Union,2,,,
03/19/2010 11:00:00,Bank of Canada Consumer Price Index Core (MoM),Canada,3,0.700,0.100,0.300
03/19/2010 11:00:00,Bank of Canada Consumer Price Index Core (YoY),Canada,3,2.100,2.000,1.700
03/19/2010 11:00:00,Consumer Price Index (MoM),Canada,3,0.400,0.300,0.400
03/19/2010 11:00:00,Consumer Price Index (YoY),Canada,3,1.600,1.900,1.400
03/19/2010 12:30:00,Retail Sales (MoM),Canada,3,0.900,0.500,0.600
03/19/2010 12:30:00,Retail Sales ex Autos (MoM),Canada,3,2.000,0.700,0.500
03/21/2010 00:00:00,Vernal Equinox Day,Japan,0,,,
03/22/2010 00:00:00,Vernal Equinox Day Observed,Japan,0,,,
03/22/2010 00:30:00,New Motor Vehicle Sales (YoY),Australia,1,17.100,17.200,
03/22/2010 00:30:00,New Motor Vehicle Sales (MoM),Australia,1,-1.800,-2.300,
03/22/2010 15:30:00,ECB Trichet's Speech,European Monetary Union,2,,,
03/22/2010 15:30:00,BoE's Governor King Speech,United Kingdom,2,,,
03/22/2010 20:30:00,Treasury's Geithner Speech,United States,2,,,
03/22/2010 23:50:00,BoJ Minutes,Japan,2,,,
03/23/2010 09:30:00,BBA Mortgage Approvals,United Kingdom,1,33.378,36.555,34.300
03/23/2010 09:30:00,Retail Price Index (YoY),United Kingdom,1,3.700,3.700,3.700
03/23/2010 09:30:00,Retail Price Index (MoM),United Kingdom,1,0.600,0.000,0.700
03/23/2010 09:30:00,Consumer Price Index (MoM),United Kingdom,3,0.400,-0.200,0.500
03/23/2010 09:30:00,Core Consumer Price Index (YoY),United Kingdom,1,2.900,3.100,3.000
03/23/2010 09:30:00,Consumer Price Index (YoY),United Kingdom,3,3.000,3.500,3.100
03/23/2010 11:00:00,CBI Distributive Trades Survey - Realized (MoM),United Kingdom,1,13.000,23.000,20.000
03/23/2010 12:30:00,Leading Indicators (MoM),Canada,1,0.800,0.700,0.800
03/23/2010 14:00:00,Existing Home Sales (MoM),United States,2,5.010,5.050,5.000
03/23/2010 14:00:00,Existing Home Sales Change (MoM),United States,2,-0.800,-7.200,-1.400
03/23/2010 14:00:00,Treasury's Geithner Speech,United States,2,,,
03/23/2010 14:00:00,Housing Price Index (MoM),United States,1,-0.600,-2.000,-0.900
03/23/2010 14:00:00,Richmond Fed Manufacturing Index,United States,2,6.000,2.000,3.000
03/23/2010 21:45:00,Current Account (QoQ),New Zealand,1,-3.570,-1.413,-1.600
03/23/2010 23:50:00,Adjusted Merchandise Trade Balance,Japan,1,471.800,728.439,390.000
03/23/2010 23:50:00,Merchandise Trade Balance Total,Japan,1,651.000,85.202,560.000
03/24/2010 08:30:00,Markit Services PMI,Germany,1,54.700,51.900,52.200
03/24/2010 08:30:00,Markit Manufacturing PMI,Germany,2,59.600,57.200,57.000
03/24/2010 09:00:00,IFO - Current Assessment,Germany,2,94.700,90.200,91.000
03/24/2010 09:00:00,IFO - Business Climate,Germany,3,98.300,95.400,95.800
03/24/2010 09:00:00,IFO - Expectations,Germany,2,102.000,101.000,100.900
03/24/2010 09:00:00,Markit Manufacturing PMI,European Monetary Union,1,56.300,54.200,54.200
03/24/2010 09:00:00,Markit Services PMI,European Monetary Union,1,53.700,51.800,52.000
03/24/2010 10:00:00,Industrial New Orders (YoY),European Monetary Union,1,12.100,7.800,13.900
03/24/2010 10:00:00,Industrial New Orders s.a. (MoM),European Monetary Union,1,-1.300,0.600,2.100
03/24/2010 11:00:00,MBA Mortgage Applications,United States,1,-4.200,-1.900,
03/24/2010 12:30:00,Durable Goods Orders ex Transportation,United States,2,1.700,-0.600,0.600
03/24/2010 12:30:00,Durable Goods Orders,United States,2,1.100,3.900,0.900
03/24/2010 12:30:00,Budget Report,United Kingdom,3,,,
03/24/2010 14:00:00,New Home Sales Change (MoM),United States,2,-4.100,-11.200,1.900
03/24/2010 14:00:00,New Home Sales (MoM),United States,2,324.000,309.000,315.000
03/24/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,7.300,1.000,1.300
03/24/2010 21:45:00,Gross Domestic Product (YoY),New Zealand,2,-1.600,-1.300,
03/24/2010 21:45:00,Gross Domestic Product (QoQ),New Zealand,3,0.900,0.200,0.800
03/24/2010 23:50:00,Corporate Service Price (YoY),Japan,1,-1.200,-1.200,-1.100
03/25/2010 00:00:00,EU Extraordinary Economic Summit,European Monetary Union,3,,,
03/25/2010 01:30:00,Financial Stability Review,Australia,1,,,
03/25/2010 07:00:00,Gfk Consumer Confidence Survey,Germany,2,3.400,3.200,3.100
03/25/2010 08:00:00,ECB Trichet's Speech,European Monetary Union,1,,,
03/25/2010 09:00:00,M3 Money Supply (YoY),European Monetary Union,1,-0.400,0.000,-0.100
03/25/2010 09:30:00,Retail Sales (MoM),United Kingdom,3,2.500,-3.000,0.600
03/25/2010 09:30:00,Retail Sales (YoY),United Kingdom,3,3.200,0.800,2.900
03/25/2010 12:30:00,Initial Jobless Claims,United States,2,445.000,456.000,454.000
03/25/2010 12:30:00,Continuing Jobless Claims,United States,1,4648.000,4702.000,4562.000
03/25/2010 14:00:00,Fed's Bernanke testifies,United States,3,,,
03/25/2010 17:30:00,Treasury's Geithner Speech,United States,1,,,
03/25/2010 21:45:00,Trade Balance (MoM),New Zealand,2,328.000,271.000,242.000
03/25/2010 22:15:00,RBA's Governor Glenn Stevens Speech,Australia,1,,,
03/25/2010 23:30:00,Tokyo CPI ex Fresh Food (YoY),Japan,1,-1.800,-1.800,-1.700
03/25/2010 23:30:00,Tokyo Consumer Price Index (YoY),Japan,1,-1.700,-1.800,-1.700
03/25/2010 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",Japan,1,-1.200,-1.300,-1.200
03/25/2010 23:30:00,"National CPI Ex Food, Energy (YoY)",Japan,1,-1.400,-1.200,-1.200
03/25/2010 23:30:00,National Consumer Price Index (YoY),Japan,2,-1.100,-1.200,-1.100
03/25/2010 23:30:00,National CPI Ex-Fresh Food (YoY),Japan,1,-1.200,-1.300,-1.200
03/26/2010 00:00:00,EU Extraordinary Economic Summit,European Monetary Union,3,,,
03/26/2010 09:30:00,Total Business Investment (YoY),United Kingdom,1,-23.500,-24.100,-24.100
03/26/2010 09:30:00,Total Business Investment (QoQ),United Kingdom,1,-4.300,-5.800,-5.600
03/26/2010 12:30:00,Gross Domestic Product Annualized,United States,3,5.600,5.900,5.900
03/26/2010 12:30:00,Gross Domestic Product Price Index,United States,2,0.500,0.400,0.900
03/26/2010 12:30:00,Core Personal Consumption Expenditures (QoQ),United States,2,1.600,2.300,
03/26/2010 13:55:00,Michigan Consumer Sentiment Index,United States,2,73.600,72.600,73.000
03/26/2010 16:00:00,ECB Trichet's Speech,European Monetary Union,2,,,
03/28/2010 23:50:00,Retail Trade s.a (MoM),Japan,2,0.900,2.000,-1.200
03/28/2010 23:50:00,Retail Trade (YoY),Japan,2,4.200,2.300,1.600
03/28/2010 23:50:00,Large Retailers' Sales,Japan,1,-4.000,-5.700,-5.500
03/29/2010 02:00:00,HIA New Home Sales (MoM),Australia,1,-5.200,9.500,
03/29/2010 08:30:00,Net Lending to Individuals (MoM),United Kingdom,1,2.400,2.000,1.800
03/29/2010 08:30:00,Consumer Credit,United Kingdom,1,0.800,-0.600,0.400
03/29/2010 08:30:00,Mortgage Approvals,United Kingdom,2,46.900,48.000,48.000
03/29/2010 08:30:00,M4 Money Supply (YoY),United Kingdom,1,3.900,3.600,
03/29/2010 08:30:00,M4 Money Supply (MoM),United Kingdom,1,0.200,0.200,
03/29/2010 09:00:00,Consumer Confidence,European Monetary Union,2,-17.300,-17.400,-17.000
03/29/2010 09:00:00,Industrial Confidence,European Monetary Union,1,-9.500,-12.600,-11.000
03/29/2010 09:00:00,Economic Sentiment Indicator,European Monetary Union,1,98.000,95.800,97.000
03/29/2010 12:30:00,Personal Consumption Expenditures - Price Index (YoY),United States,2,1.800,2.100,1.800
03/29/2010 12:30:00,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.000,0.100,0.100
03/29/2010 12:30:00,Core Personal Consumption Expenditure - Price Index (YoY),United States,2,1.300,1.400,1.300
03/29/2010 12:30:00,Personal Income (MoM),United States,2,0.100,0.300,0.100
03/29/2010 12:30:32,Personal Consumption Expenditures - Price Index (MoM),United States,3,0.500,0.500,0.300
03/29/2010 13:15:05,Consumer Price Index (MoM),Germany,2,0.500,0.400,0.300
03/29/2010 13:15:59,Consumer Price Index (YoY),Germany,3,1.100,0.600,
03/29/2010 14:00:00,Treasury's Geithner Speech,United States,1,,,
03/29/2010 21:45:00,Building Permits s.a. (MoM),New Zealand,1,5.900,-2.800,2.100
03/29/2010 23:30:00,Unemployment Rate,Japan,2,4.900,4.900,4.900
03/29/2010 23:30:00,Overall Household Spending (YoY),Japan,1,-0.500,1.700,1.500
03/29/2010 23:50:00,Industrial Production (MoM),Japan,1,-0.900,-0.900,-0.400
03/29/2010 23:50:00,Industrial Production (YoY),Japan,1,31.300,31.300,31.700
03/30/2010 02:00:00,M3 Money Supply (YoY),New Zealand,1,-5.100,-4.500,
03/30/2010 04:00:00,Vehicle Production (YoY),Japan,1,74.900,8.600,
03/30/2010 06:00:00,UBS Consumption Indicator,Switzerland,2,1.200,1.320,
03/30/2010 06:00:04,Nationwide Housing Prices s.a (MoM),United Kingdom,2,1.000,-1.000,
03/30/2010 06:00:41,Nationwide Housing Prices n.s.a (YoY),United Kingdom,2,9.000,9.200,
03/30/2010 08:30:00,Gross Domestic Product (QoQ),United Kingdom,2,0.200,0.300,0.300
03/30/2010 08:30:00,Gross Domestic Product (YoY),United Kingdom,2,-3.100,-3.300,-3.300
03/30/2010 08:30:00,Current Account,United Kingdom,1,0.520,-5.900,-4.600
03/30/2010 12:30:00,Raw Material Price Index,Canada,1,0.400,3.300,-1.000
03/30/2010 12:30:00,Industrial Product Price (MoM),Canada,1,0.300,0.500,0.000
03/30/2010 13:00:00,S&P/Case-Shiller Home Price Indices (YoY),United States,2,-0.700,-3.100,-0.500
03/30/2010 14:00:00,Consumer Confidence,United States,3,52.300,46.000,50.300
03/30/2010 23:01:00,Gfk Consumer Confidence,United Kingdom,2,-15.000,-14.000,-13.000
03/31/2010 00:30:00,Private Sector Credit (MoM),Australia,1,0.400,0.400,0.400
03/31/2010 00:30:00,Private Sector Credit (YoY),Australia,1,1.600,1.300,1.500
03/31/2010 00:30:00,Retail Sales s.a. (MoM),Australia,2,-1.200,0.700,0.300
03/31/2010 00:30:00,Building Permits (MoM),Australia,1,-3.170,-2.200,2.200
03/31/2010 00:30:00,Building Permits (YoY),Australia,1,40.050,59.190,38.100
03/31/2010 02:00:00,ANZ Business Confidence,New Zealand,3,42.500,50.100,
03/31/2010 05:00:00,Housing Starts (YoY),Japan,2,-9.300,-8.100,-0.800
03/31/2010 05:00:00,Annualized Housing Starts,Japan,1,0.794,0.863,0.865
03/31/2010 07:55:00,Unemployment Rate s.a.,Germany,2,8.000,8.100,8.400
03/31/2010 07:55:00,Unemployment Change,Germany,2,-39.000,-9.000,8.000
03/31/2010 09:00:00,Unemployment Rate,European Monetary Union,2,10.000,10.000,10.000
03/31/2010 09:00:00,Consumer Price Index (YoY),European Monetary Union,2,1.500,0.900,1.100
03/31/2010 09:30:00,KOF Leading Indicator,Switzerland,2,1.960,1.900,1.910
03/31/2010 11:00:00,MBA Mortgage Applications,United States,1,1.300,-4.200,
