DateTime,Name,Country,Volatility,Actual,Previous,Consensus
06/06/2010 23:30:00,AiG Performance of Construction Index,Australia,1,53.200,55.800,
06/07/2010 01:30:00,ANZ Job Advertisements,Australia,1,2.600,-0.400,
06/07/2010 08:30:00,Sentix Investor Confidence,European Monetary Union,2,-4.100,-6.400,-7.500
06/07/2010 10:00:00,Factory Orders n.s.a. (YoY),Germany,1,30.200,26.300,25.400
06/07/2010 10:00:00,Factory Orders s.a. (MoM),Germany,1,3.100,4.500,-0.100
06/07/2010 19:00:00,Consumer Credit Change,United States,1,-14.900,2.000,0.000
06/07/2010 23:01:00,BRC Like-For-Like Retail Sales (YoY),United Kingdom,1,0.800,-2.300,
06/07/2010 23:50:00,Money Supply M2+CD (YoY),Japan,1,3.100,2.900,2.800
06/07/2010 23:50:00,Current Account n.s.a.,Japan,1,1379.600,1773.000,1300.000
06/07/2010 23:50:00,Trade Balance - BOP Basis,Japan,2,859.100,1074.700,871.900
06/08/2010 05:00:00,Leading Economic Index,Japan,1,101.700,101.900,102.500
06/08/2010 05:00:00,Coincident Index,Japan,1,101.600,100.500,102.500
06/08/2010 05:45:00,Unemployment Rate s.a (MoM),Switzerland,2,4.000,4.000,3.800
06/08/2010 05:45:00,SECO Economic Forecasts,Switzerland,2,,,
06/08/2010 06:00:00,Trade Balance s.a.,Germany,2,13.300,13.400,14.400
06/08/2010 06:00:00,Current Account n.s.a.,Germany,1,11.300,18.100,12.400
06/08/2010 06:01:42,Eco Watchers Survey: Current,Japan,1,47.700,49.800,50.800
06/08/2010 06:10:20,Eco Watchers Survey: Outlook,Japan,1,48.700,49.900,
06/08/2010 07:15:00,Consumer Price Index (YoY),Switzerland,2,1.100,1.400,1.200
06/08/2010 07:15:00,Consumer Price Index (MoM),Switzerland,2,-0.100,0.900,0.100
06/08/2010 10:00:00,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,13.700,9.200,12.300
06/08/2010 10:00:00,Industrial Production s.a. (MoM),Germany,2,1.000,4.200,0.700
06/08/2010 12:15:00,Housing Starts s.a (YoY),Canada,2,189.100,201.800,206.000
06/08/2010 14:00:00,IBD/TIPP Economic Optimism (MoM),United States,1,46.200,48.700,49.300
06/08/2010 23:01:40,BRC Shop Price Index (YoY),United Kingdom,1,1.800,2.000,
06/08/2010 23:50:00,Machinery Orders (MoM),Japan,1,4.000,5.400,1.700
06/09/2010 00:30:00,Westpac Consumer Confidence,Australia,2,-5.700,-7.000,
06/09/2010 01:30:00,Home Loans,Australia,1,-2.900,-2.800,-1.900
06/09/2010 01:30:00,Investment Lending for Homes,Australia,1,3.000,3.000,
06/09/2010 01:30:00,National Australia Bank's Business Confidence,Australia,2,5.000,13.000,
06/09/2010 06:00:00,Machine Tool Orders (YoY),Japan,1,191.800,,
06/09/2010 08:30:00,Trade Balance; non-EU,United Kingdom,2,-4.000,-3.200,-3.200
06/09/2010 08:30:00,Goods Trade Balance,United Kingdom,2,-7.410,-7.520,-7.000
06/09/2010 11:00:00,MBA Mortgage Applications,United States,1,-12.200,0.900,
06/09/2010 14:00:00,Wholesale Inventories,United States,1,0.200,0.700,0.600
06/09/2010 14:00:00,Fed's Bernanke testifies,United States,2,,,
06/09/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,-1.800,-1.900,-1.100
06/09/2010 18:00:00,Fed's Beige Book,United States,2,,,
06/09/2010 20:00:00,Former Fed's Bernanke speech,United States,1,,,
06/09/2010 21:00:00,RBNZ Interest Rate Decision,New Zealand,3,2.750,2.500,2.750
06/09/2010 22:30:00,Business NZ PMI,New Zealand,1,54.000,58.600,
06/09/2010 22:45:00,Terms of Trade Index,New Zealand,2,6.100,5.800,
06/09/2010 23:50:00,Domestic Corporate Goods Price Index (MoM),Japan,1,0.100,0.500,
06/09/2010 23:50:00,Domestic Corporate Goods Price Index (YoY),Japan,1,0.400,-0.100,0.300
06/09/2010 23:50:00,Gross Domestic Product Annualized,Japan,2,5.000,9.100,4.200
06/09/2010 23:50:00,Gross Domestic Product Deflator (YoY),Japan,1,-2.800,-3.000,-3.000
06/09/2010 23:50:00,Gross Domestic Product (QoQ),Japan,2,1.200,1.200,1.100
06/10/2010 01:00:00,Consumer Inflation Expectation,Australia,1,3.400,3.600,
06/10/2010 01:30:00,National Australia Bank's Business Conditions,Australia,1,6.000,8.000,
06/10/2010 01:30:00,Unemployment Rate s.a.,Australia,3,5.200,5.400,5.400
06/10/2010 01:30:00,Employment Change s.a.,Australia,3,16.476,30.242,16.100
06/10/2010 05:00:00,Consumer Confidence Index,Japan,2,42.700,42.100,
06/10/2010 06:00:00,Consumer Price Index (YoY),Germany,2,1.200,1.200,1.200
06/10/2010 06:00:00,Consumer Price Index (MoM),Germany,2,0.100,0.100,0.100
06/10/2010 11:00:00,BoE Interest Rate Decision,United Kingdom,3,0.500,0.500,0.500
06/10/2010 11:45:00,ECB Interest Rate Decision,European Monetary Union,3,1.000,1.000,1.000
06/10/2010 12:30:00,Trade Balance,United States,3,-40.320,-40.400,-40.700
06/10/2010 12:30:00,Initial Jobless Claims,United States,2,456.000,459.000,448.000
06/10/2010 12:30:00,Continuing Jobless Claims,United States,1,4462.000,4666.000,4640.000
06/10/2010 12:30:00,International Merchandise Trade,Canada,2,-0.080,-0.591,0.700
06/10/2010 12:30:00,New Housing Price Index (MoM),Canada,2,0.300,0.300,0.300
06/10/2010 12:30:00,ECB Trichet's Speech,European Monetary Union,3,,,
06/10/2010 18:00:00,Monthly Budget Statement,United States,2,-135.900,-82.700,-137.300
06/10/2010 22:45:00,Food Price Index (MoM),New Zealand,1,-0.700,-0.500,
06/11/2010 06:00:00,Wholesale Price Index (MoM),Germany,1,0.300,1.700,0.200
06/11/2010 06:00:00,Wholesale Price Index (YoY),Germany,1,6.200,6.000,6.100
06/11/2010 08:30:00,Industrial Production (YoY),United Kingdom,2,1.000,2.600,2.200
06/11/2010 08:30:00,Manufacturing Production (YoY),United Kingdom,1,3.000,3.700,3.800
06/11/2010 08:30:00,Manufacturing Production (MoM),United Kingdom,1,-0.800,2.200,0.600
06/11/2010 08:30:00,Industrial Production (MoM),United Kingdom,2,-0.700,2.000,0.600
06/11/2010 08:30:00,Producer Price Index - Output (YoY) n.s.a,United Kingdom,2,5.500,5.900,5.800
06/11/2010 08:30:00,Producer Price Index - Output (MoM) n.s.a,United Kingdom,2,0.100,1.600,0.600
06/11/2010 08:30:00,Producer Price Index - Input (YoY) n.s.a,United Kingdom,2,11.500,13.100,10.700
06/11/2010 08:30:00,Producer Price Index - Input (MoM) n.s.a,United Kingdom,2,-0.200,0.600,-0.800
06/11/2010 12:30:00,Retail Sales ex Autos (MoM),United States,3,-1.200,0.600,0.200
06/11/2010 12:30:00,Retail Sales (MoM),United States,3,-1.100,0.400,0.100
06/11/2010 12:30:00,Capacity Utilization,Canada,1,74.800,71.600,73.400
06/11/2010 13:55:00,Michigan Consumer Sentiment Index,United States,2,75.500,73.600,74.900
06/11/2010 14:00:00,NIESR GDP Estimate (3M),United Kingdom,1,0.900,0.500,
06/11/2010 14:00:00,Business Inventories,United States,1,0.400,0.700,0.500
06/13/2010 22:45:00,Retail Sales ex Autos (QoQ),New Zealand,2,-0.100,1.100,-0.400
06/13/2010 22:45:00,Retail Sales (QoQ),New Zealand,2,-0.300,0.500,-0.200
06/13/2010 23:50:00,BSI Large Manufacturing (QoQ),Japan,1,10.000,4.300,7.800
06/14/2010 00:00:00,Queen's Birthday,Australia,0,,,
06/14/2010 04:30:00,Industrial Production (MoM),Japan,1,-0.100,1.300,1.400
06/14/2010 04:30:00,Industrial Production (YoY),Japan,1,20.200,25.900,
06/14/2010 04:30:00,Capacity Utilization,Japan,1,0.000,0.600,
06/14/2010 07:15:00,Producer and Import Prices (MoM),Switzerland,2,0.300,0.600,0.100
06/14/2010 07:15:00,Producer and Import Prices (YoY),Switzerland,2,1.400,0.800,0.900
06/14/2010 09:00:00,Industrial Production w.d.a. (YoY),European Monetary Union,2,9.100,7.700,8.700
06/14/2010 09:00:00,Industrial Production s.a. (MoM),European Monetary Union,2,0.600,1.800,0.500
06/14/2010 12:30:00,New Motor Vehicle Sales (MoM),Canada,1,-4.700,-4.200,-4.700
06/14/2010 23:01:00,RICS Housing Price Balance,United Kingdom,1,22.000,19.000,16.000
06/15/2010 01:30:00,RBA Meeting's Minutes,Australia,3,,,
06/15/2010 04:00:00,Tokyo Condominium Sales (YoY),Japan,1,7.100,22.600,
06/15/2010 04:05:42,BoJ Interest Rate Decision,Japan,3,0.100,0.100,0.100
06/15/2010 08:30:00,Retail Price Index (YoY),United Kingdom,1,5.100,5.300,5.000
06/15/2010 08:30:00,Retail Price Index (MoM),United Kingdom,1,0.400,1.000,0.300
06/15/2010 08:30:00,DCLG House Price Index (YoY),United Kingdom,1,10.100,9.700,10.300
06/15/2010 08:30:00,Consumer Price Index (MoM),United Kingdom,2,0.200,0.600,0.300
06/15/2010 08:30:00,Core Consumer Price Index (YoY),United Kingdom,3,2.900,3.100,3.000
06/15/2010 08:30:00,Consumer Price Index (YoY),United Kingdom,2,3.400,3.700,3.500
06/15/2010 09:00:00,Trade Balance n.s.a.,European Monetary Union,1,-0.007,4.008,2.800
06/15/2010 09:00:00,Trade Balance s.a.,European Monetary Union,1,1.400,0.000,1.700
06/15/2010 09:00:00,ZEW Survey - Economic Sentiment,European Monetary Union,2,18.800,37.600,41.200
06/15/2010 09:00:00,ZEW Survey - Current Situation,Germany,2,-7.900,-21.600,-15.000
06/15/2010 09:00:00,ZEW Survey - Economic Sentiment,Germany,3,28.700,45.800,48.700
06/15/2010 09:00:00,Employment Change (YoY),European Monetary Union,1,-1.200,-2.100,
06/15/2010 09:00:00,Employment Change (QoQ),European Monetary Union,1,0.000,-0.200,
06/15/2010 12:30:00,NY Empire State Manufacturing Index,United States,2,19.570,19.110,20.100
06/15/2010 12:30:00,Labor Productivity (QoQ),Canada,1,0.500,1.200,1.400
06/15/2010 12:30:00,Manufacturing Shipments (MoM),Canada,2,0.400,1.400,0.300
06/15/2010 12:30:00,Import Price Index (MoM),United States,2,-0.500,0.900,-1.200
06/15/2010 12:30:00,Import Price Index (YoY),United States,2,8.600,11.200,
06/15/2010 13:00:00,Net Long-Term TIC Flows,United States,2,83.000,140.500,77.300
06/15/2010 13:00:00,Total Net TIC Flows,United States,1,13.000,26.000,
06/15/2010 14:00:00,NAHB Housing Market Index,United States,1,17.000,22.000,21.000
06/15/2010 23:50:00,Tertiary Industry Index (MoM),Japan,1,2.100,-3.000,2.500
06/16/2010 00:30:00,Westpac Leading Index (MoM),Australia,1,0.000,1.000,
06/16/2010 01:30:00,Dwelling Unit Starts (QoQ),Australia,1,8.200,17.200,7.100
06/16/2010 05:00:00,BoJ Monthly Economic Survey,Japan,2,,,
06/16/2010 08:30:00,Claimant Count Rate,United Kingdom,3,4.600,4.700,4.700
06/16/2010 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,2,4.200,4.200,4.500
06/16/2010 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,2,1.700,1.800,2.000
06/16/2010 08:30:00,Claimant Count Change,United Kingdom,3,-31.100,-32.000,-25.300
06/16/2010 08:30:00,ILO Unemployment Rate (3M),United Kingdom,0,8.000,8.000,8.000
06/16/2010 09:00:00,ZEW Survey - Expectations,Switzerland,2,17.500,40.500,
06/16/2010 09:00:00,Consumer Price Index - Core (YoY),European Monetary Union,2,0.800,0.800,0.800
06/16/2010 09:00:00,Consumer Price Index (MoM),European Monetary Union,2,0.100,0.500,0.100
06/16/2010 09:00:00,Consumer Price Index (YoY),European Monetary Union,2,1.600,1.600,1.600
06/16/2010 11:00:00,MBA Mortgage Applications,United States,1,17.700,-12.200,
06/16/2010 12:30:00,Housing Starts (MoM),United States,2,0.578,0.660,0.650
06/16/2010 12:30:00,Building Permits (MoM),United States,2,0.570,0.610,0.630
06/16/2010 12:30:00,Producer Price Index (YoY),United States,3,5.300,5.500,4.900
06/16/2010 12:30:00,Producer Price Index (MoM),United States,3,-0.300,-0.100,-0.500
06/16/2010 12:30:00,Producer Price Index ex Food & Energy (MoM),United States,3,0.200,0.200,0.100
06/16/2010 12:30:00,Producer Price Index ex Food & Energy (YoY),United States,3,1.300,1.000,1.100
06/16/2010 13:15:00,Industrial Production (MoM),United States,1,1.300,0.700,0.900
06/16/2010 13:15:00,Capacity Utilization,United States,1,74.700,73.700,74.600
06/16/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,1.700,-1.800,-1.500
06/16/2010 21:45:00,Former Fed's Bernanke speech,United States,2,,,
06/17/2010 01:30:00,RBA Foreign Exchange Transaction,Australia,1,446.000,350.000,
06/17/2010 05:00:00,Leading Economic Index,Japan,1,98.600,101.700,
06/17/2010 05:00:00,Coincident Index,Japan,1,101.200,101.600,
06/17/2010 07:15:00,Industrial Production (QoQ),Switzerland,1,-7.900,6.400,-6.300
06/17/2010 07:15:00,Industrial Production (YoY),Switzerland,1,5.300,-1.100,6.000
06/17/2010 07:30:00,SNB Interest Rate Decision,Switzerland,3,0.250,0.250,0.250
06/17/2010 08:00:00,SNB Financial Stability Report,Switzerland,2,,,
06/17/2010 08:00:00,ECB Monthly Report,European Monetary Union,2,,,
06/17/2010 08:30:00,Retail Sales (MoM),United Kingdom,3,0.800,0.000,0.100
06/17/2010 08:30:00,Retail Sales (YoY),United Kingdom,3,1.700,1.300,
06/17/2010 09:00:00,Construction Output  s.a (MoM),European Monetary Union,1,-0.200,1.250,
06/17/2010 09:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,-6.700,-4.900,
06/17/2010 10:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,1,-23.000,-18.000,
06/17/2010 12:30:00,Current Account,United States,1,-109.160,-115.600,-116.000
06/17/2010 12:30:00,Initial Jobless Claims,United States,1,476.000,456.000,454.000
06/17/2010 12:30:00,Continuing Jobless Claims,United States,2,4571.000,4462.000,
06/17/2010 12:30:00,Consumer Price Index (YoY),United States,3,2.000,2.200,2.000
06/17/2010 12:30:00,Consumer Price Index Ex Food & Energy (YoY),United States,3,0.900,0.900,
06/17/2010 12:30:00,Consumer Price Index Ex Food & Energy (MoM),United States,3,0.100,0.000,0.100
06/17/2010 12:30:00,Consumer Price Index (MoM),United States,3,-0.200,-0.100,-0.200
06/17/2010 12:30:00,Wholesale Sales (MoM),Canada,1,-0.300,1.400,0.400
06/17/2010 14:00:00,Philadelphia Fed Manufacturing Survey,United States,1,8.000,21.400,21.300
06/17/2010 23:50:00,BoJ Minutes,Japan,2,,,
06/18/2010 06:00:00,Producer Price Index (YoY),Germany,2,0.900,0.600,
06/18/2010 06:00:00,Producer Price Index (MoM),Germany,2,0.300,0.800,0.200
06/18/2010 08:30:00,Mortgage Approvals,United Kingdom,1,51.000,49.830,49.000
06/18/2010 08:30:00,M4 Money Supply (YoY),United Kingdom,1,2.800,3.300,3.200
06/18/2010 08:30:00,M4 Money Supply (MoM),United Kingdom,1,0.000,0.000,0.200
06/18/2010 08:30:00,Public Sector Net Borrowing,United Kingdom,1,16.020,10.000,18.300
06/18/2010 12:30:00,Foreign portfolio investment in Canadian securities,Canada,1,12.275,-0.587,2.000
06/18/2010 12:30:00,Canadian portfolio investment in foreign securities,Canada,1,-0.167,-6.305,
06/18/2010 12:30:00,Leading Indicators (MoM),Canada,1,0.900,0.900,0.800
06/20/2010 22:45:00,Visitor Arrivals (YoY),New Zealand,1,1.100,-1.800,
06/20/2010 23:01:00,Rightmove House Price Index (MoM),United Kingdom,2,0.300,0.700,
06/20/2010 23:01:00,Rightmove House Price Index (YoY),United Kingdom,2,5.000,4.300,
06/21/2010 01:30:00,New Motor Vehicle Sales (YoY),Australia,1,16.500,28.700,
06/21/2010 01:30:00,New Motor Vehicle Sales (MoM),Australia,1,-3.500,7.500,
06/21/2010 04:30:00,All Industry Activity Index (MoM),Japan,1,1.800,-0.800,2.000
06/22/2010 06:15:00,Trade Balance,Switzerland,2,0.796,2.060,1.970
06/22/2010 08:00:00,Current Account n.s.a,European Monetary Union,1,-4.626,-0.970,
06/22/2010 08:00:00,Current Account s.a,European Monetary Union,1,-1.830,1.402,1.300
06/22/2010 08:00:00,IFO - Expectations,Germany,2,102.500,103.600,102.700
06/22/2010 08:00:00,IFO - Current Assessment,Germany,2,101.300,99.700,99.800
06/22/2010 08:00:00,IFO - Business Climate,Germany,2,101.900,101.600,101.200
06/22/2010 11:00:00,Bank of Canada Consumer Price Index Core (MoM),Canada,2,0.300,0.300,0.300
06/22/2010 11:00:00,Bank of Canada Consumer Price Index Core (YoY),Canada,2,1.800,1.900,
06/22/2010 11:00:00,Consumer Price Index (MoM),Canada,1,0.300,0.300,0.000
06/22/2010 11:00:00,Consumer Price Index (YoY),Canada,3,1.400,1.800,
06/22/2010 11:30:00,Budget Report,United Kingdom,2,,,
06/22/2010 14:00:00,Existing Home Sales (MoM),United States,1,5.660,5.770,6.230
06/22/2010 14:00:00,Existing Home Sales Change (MoM),United States,1,-2.200,7.600,
06/22/2010 14:00:00,Consumer Confidence,European Monetary Union,2,-17.300,-17.700,-19.000
06/22/2010 14:00:00,Housing Price Index (MoM),United States,1,0.900,0.300,0.300
06/22/2010 14:00:00,Richmond Fed Manufacturing Index,United States,1,23.000,26.000,
06/22/2010 22:45:00,Current Account (QoQ),New Zealand,2,0.180,-3.570,-0.320
06/23/2010 06:00:00,Gfk Consumer Confidence Survey,Germany,2,3.700,3.500,3.300
06/23/2010 07:30:00,Markit Services PMI,Germany,2,54.600,54.800,54.700
06/23/2010 07:30:00,Markit Manufacturing PMI,Germany,2,58.100,58.400,58.300
06/23/2010 08:00:00,Markit Manufacturing PMI,European Monetary Union,2,55.600,55.800,55.500
06/23/2010 08:00:00,Markit Services PMI,European Monetary Union,2,55.400,56.200,56.200
06/23/2010 08:30:00,BBA Mortgage Approvals,United Kingdom,1,36.002,36.032,37.300
06/23/2010 08:30:00,Bank of England Minutes,United Kingdom,3,,,
06/23/2010 10:00:00,CBI Distributive Trades Survey - Realized (MoM),United Kingdom,1,-5.000,-18.000,-17.000
06/23/2010 11:00:00,MBA Mortgage Applications,United States,1,-5.900,17.700,
06/23/2010 12:30:00,Retail Sales (MoM),Canada,2,-2.200,2.200,-0.400
06/23/2010 12:30:00,Retail Sales ex Autos (MoM),Canada,2,-1.400,1.700,0.000
06/23/2010 14:00:00,New Home Sales Change (MoM),United States,2,-36.700,14.700,-14.700
06/23/2010 14:00:00,New Home Sales (MoM),United States,2,267.000,446.000,435.000
06/23/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,2.000,1.700,-1.200
06/23/2010 18:15:00,Fed Interest Rate Decision,United States,3,0.250,0.250,0.250
06/23/2010 22:45:00,Gross Domestic Product (YoY),New Zealand,2,-0.400,-1.600,
06/23/2010 22:45:00,Gross Domestic Product (QoQ),New Zealand,3,0.600,0.900,0.500
06/23/2010 23:50:00,Adjusted Merchandise Trade Balance,Japan,1,320.244,729.100,626.800
06/23/2010 23:50:00,Merchandise Trade Balance Total,Japan,1,486.992,740.500,480.000
06/23/2010 23:50:00,Corporate Service Price (YoY),Japan,1,-0.900,-1.200,-1.000
06/24/2010 09:00:00,Industrial New Orders (YoY),European Monetary Union,1,21.900,-22.300,21.800
06/24/2010 09:00:00,Industrial New Orders s.a. (MoM),European Monetary Union,1,-0.400,6.100,1.600
06/24/2010 12:30:00,Initial Jobless Claims,United States,1,459.000,476.000,460.000
06/24/2010 12:30:00,Continuing Jobless Claims,United States,1,4573.000,4571.000,4580.000
06/24/2010 12:30:00,Durable Goods Orders ex Transportation,United States,3,1.600,-1.000,1.100
06/24/2010 12:30:00,Durable Goods Orders,United States,3,-0.800,2.900,1.000
06/24/2010 22:45:00,Trade Balance (MoM),New Zealand,2,770.000,660.000,767.000
06/24/2010 23:30:00,Tokyo CPI ex Fresh Food (YoY),Japan,2,-1.300,-1.500,-1.400
06/24/2010 23:30:00,Tokyo Consumer Price Index (YoY),Japan,2,-0.900,-1.400,-1.300
06/24/2010 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",Japan,2,-1.400,-1.400,-1.400
06/24/2010 23:30:00,"National CPI Ex Food, Energy (YoY)",Japan,2,-1.600,-1.600,-1.300
06/24/2010 23:30:00,National Consumer Price Index (YoY),Japan,3,-0.900,-1.200,-1.100
06/25/2010 12:30:00,Gross Domestic Product Annualized,United States,3,3.700,3.000,3.000
06/25/2010 12:30:00,Gross Domestic Product Price Index,United States,2,2.100,1.700,1.000
06/25/2010 12:30:00,Core Personal Consumption Expenditures (QoQ),United States,2,3.000,0.600,0.600
06/25/2010 13:55:00,Michigan Consumer Sentiment Index,United States,2,76.000,75.500,75.500
06/26/2010 00:00:00,G20 Meeting,European Monetary Union,2,,,
06/27/2010 00:00:00,G20 Meeting,European Monetary Union,2,,,
06/27/2010 23:01:00,Hometrack Housing Prices s.a (MoM),United Kingdom,1,0.100,0.200,
06/27/2010 23:50:00,Retail Trade (YoY),Japan,1,2.800,4.900,4.800
06/27/2010 23:50:00,Retail Trade s.a (MoM),Japan,1,-2.000,0.500,-0.100
06/27/2010 23:50:00,Large Retailers' Sales,Japan,1,-4.000,-3.600,-2.900
06/28/2010 03:00:00,ANZ Business Confidence,New Zealand,2,40.200,48.200,
06/28/2010 08:00:00,M3 Money Supply (YoY),European Monetary Union,1,-0.100,-0.200,0.300
06/28/2010 08:00:00,M3 Money Supply (3m),European Monetary Union,1,-0.200,-0.300,0.000
06/28/2010 12:20:51,Consumer Price Index (MoM),Germany,2,0.100,0.100,0.100
06/28/2010 12:21:11,Consumer Price Index (YoY),Germany,3,0.900,1.200,1.000
06/28/2010 12:30:00,Personal Consumption Expenditures - Price Index (YoY),United States,2,1.900,2.000,1.800
06/28/2010 12:30:00,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.100,0.100,0.100
06/28/2010 12:30:00,Core Personal Consumption Expenditure - Price Index (YoY),United States,2,1.500,1.200,1.200
06/28/2010 12:30:00,Personal Income (MoM),United States,2,0.300,0.500,0.500
06/28/2010 22:45:00,Building Permits s.a. (MoM),New Zealand,1,-9.600,8.500,
06/28/2010 23:30:00,Unemployment Rate,Japan,2,5.200,5.100,5.000
06/28/2010 23:30:00,Overall Household Spending (YoY),Japan,1,0.500,-0.700,0.300
06/28/2010 23:50:00,Industrial Production (MoM),Japan,1,-0.100,-0.100,0.100
06/28/2010 23:50:00,Industrial Production (YoY),Japan,1,20.200,20.200,20.300
06/29/2010 03:00:00,M3 Money Supply (YoY),New Zealand,1,-3.100,-3.600,
06/29/2010 04:00:00,Vehicle Production (YoY),Japan,1,30.600,50.800,
06/29/2010 06:00:00,UBS Consumption Indicator,Switzerland,2,1.710,1.730,
06/29/2010 08:30:00,Mortgage Approvals,United Kingdom,1,49.460,51.000,51.000
06/29/2010 08:30:00,M4 Money Supply (MoM),United Kingdom,1,-0.100,0.000,
06/29/2010 08:30:00,M4 Money Supply (YoY),United Kingdom,1,3.100,2.800,
06/29/2010 09:00:00,Consumer Confidence,European Monetary Union,1,-17.300,-17.300,-17.000
06/29/2010 09:00:00,Industrial Confidence,European Monetary Union,1,-5.400,-6.100,-6.000
06/29/2010 09:00:00,Economic Sentiment Indicator,European Monetary Union,2,99.000,98.300,98.100
06/29/2010 12:30:00,Raw Material Price Index,Canada,1,-7.300,1.700,-0.300
06/29/2010 12:30:00,Industrial Product Price (MoM),Canada,1,0.400,0.500,0.300
06/29/2010 13:00:00,S&P/Case-Shiller Home Price Indices (YoY),United States,1,3.800,2.300,3.400
06/29/2010 14:00:00,Consumer Confidence,United States,3,54.300,62.700,62.500
06/29/2010 23:01:00,Gfk Consumer Confidence,United Kingdom,2,-19.000,-18.000,-20.000
06/29/2010 23:15:00,Nikkei Manufacturing PMI,Japan,1,53.900,54.700,
06/30/2010 01:00:00,HIA New Home Sales (MoM),Australia,1,-6.000,6.000,
06/30/2010 01:30:00,Labor Cash Earnings (YoY),Japan,1,0.100,1.600,0.800
06/30/2010 01:30:00,Private Sector Credit (MoM),Australia,1,0.500,0.300,0.400
06/30/2010 01:30:00,Private Sector Credit (YoY),Australia,1,2.700,2.100,
06/30/2010 05:00:00,Housing Starts (YoY),Japan,1,-4.600,0.600,5.100
06/30/2010 05:00:00,Construction Orders (YoY),Japan,1,9.200,-25.000,
06/30/2010 05:00:00,Annualized Housing Starts,Japan,1,0.737,0.793,0.810
06/30/2010 06:00:00,Nationwide Housing Prices s.a (MoM),United Kingdom,1,0.000,0.500,0.300
06/30/2010 06:00:00,Nationwide Housing Prices n.s.a (YoY),United Kingdom,1,8.700,9.800,9.000
06/30/2010 07:55:00,Unemployment Rate s.a.,Germany,3,7.700,7.700,7.700
06/30/2010 07:55:00,Unemployment Change,Germany,3,-19.000,-39.000,-28.000
06/30/2010 08:30:00,Total Business Investment (YoY),United Kingdom,1,-7.700,-11.000,
06/30/2010 08:30:00,Total Business Investment (QoQ),United Kingdom,1,7.800,6.000,
06/30/2010 09:00:00,Consumer Price Index (YoY),European Monetary Union,2,1.400,1.600,1.500
06/30/2010 09:30:00,KOF Leading Indicator,Switzerland,2,2.230,2.160,2.160
06/30/2010 11:00:00,MBA Mortgage Applications,United States,1,8.800,-5.900,
06/30/2010 12:15:00,ADP Employment Change,United States,2,19.000,55.000,60.000
06/30/2010 12:30:00,Gross Domestic Product (MoM),Canada,3,0.000,0.500,0.100
06/30/2010 13:45:00,Chicago Purchasing Managers' Index,United States,1,59.100,59.700,59.000
06/30/2010 14:30:00,EIA Crude Oil Stocks change,United States,1,-2.000,2.000,
06/30/2010 23:30:00,AiG Performance of Mfg Index,Australia,1,52.900,56.300,
06/30/2010 23:50:00,Tankan Large Manufacturing Index,Japan,2,1.000,-14.000,-7.000
06/30/2010 23:50:00,Tankan Non - Manufacturing Outlook,Japan,1,-4.000,-10.000,-3.000
06/30/2010 23:50:00,Tankan Large Manufacturing Outlook,Japan,2,3.000,-8.000,1.000
06/30/2010 23:50:00,Tankan Large All Industry Capex,Japan,1,4.400,-0.400,5.000
06/30/2010 23:50:00,Tankan Non - Manufacturing Index,Japan,2,-5.000,-14.000,-8.000
07/01/2010 00:00:00,Canada Day,Canada,0,,,
07/01/2010 01:30:00,Retail Sales s.a. (MoM),Australia,0,0.300,0.600,
07/01/2010 01:30:00,Building Permits (YoY),Australia,1,34.090,29.610,32.500
07/01/2010 01:30:00,Building Permits (MoM),Australia,0,-6.890,-10.480,
07/01/2010 02:00:00,NBS Manufacturing PMI,China,1,52.100,53.900,
07/01/2010 02:30:00,Caixin Manufacturing PMI,China,0,50.400,52.700,
07/01/2010 03:00:00,ANZ Commodity Price,New Zealand,2,-1.600,2.500,
07/01/2010 05:00:00,Vehicle Sales (YoY),Japan,1,20.600,28.000,
07/01/2010 07:30:00,SVME - Purchasing Managers' Index,Switzerland,2,65.700,66.400,65.700
07/01/2010 07:55:00,Markit Manufacturing PMI,Germany,1,58.400,58.100,58.100
07/01/2010 08:00:00,Markit Manufacturing PMI,European Monetary Union,1,55.600,55.600,55.600
07/01/2010 08:30:00,Bank of England Credit Conditions Report (QoQ),United Kingdom,2,,,
07/01/2010 08:30:00,Markit Manufacturing PMI,United Kingdom,2,57.500,58.000,57.500
07/01/2010 12:30:00,Initial Jobless Claims,United States,1,475.000,459.000,460.000
07/01/2010 12:30:00,Continuing Jobless Claims,United States,1,4637.000,4573.000,4570.000
07/01/2010 14:00:00,Pending Home Sales (MoM),United States,2,-29.900,6.000,-15.200
07/01/2010 14:00:00,ISM Prices Paid,United States,1,57.000,77.500,72.000
07/01/2010 14:00:00,ISM Manufacturing PMI,United States,2,56.200,59.700,59.000
07/01/2010 14:00:00,Construction Spending (MoM),United States,1,-1.000,2.700,-0.600
